ITEM-ID	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
170809              	ANGLE                    	REV 2                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	10/1/1998	6/22/2004	      	0	0	0
170811              	SIDE PLATE               	REV 7                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	7	                              	   	Y	Y	N	N	Y	N	M	N	N	N	3/1/2003	6/22/2004	      	0	0	0
170821              	ANGLE                    	REV 1                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	10/1/1998	6/22/2004	      	7.15	0	0
170984              	TAB                      	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	9/1/1985	12/9/2003	      	6.44	0	0
17102-0015          	BKT OIL FILTER           	PO1                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	3/4/1976	        	LB    	0	0	1
17102-0016          	BKT OIL FILTER           	PO1                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	3/4/1976	2/6/1997	LB    	0	0	1
17102-0021          	BRKT-OIL FILTER          	02 CEL 31                	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	OC 	Y	 	 	 	Y	 	M	 	 	 	7/27/1994	6/24/1993	      	24.01	5	1
17102-0040          	BKT                      	PO2 622923               	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	6/24/1983	        	LB    	0	0	1
17102-0061          	BKT AY                   	PO4  (EOQ 173 PCS)       	      	                    	FGIN	VOLVO          	EA    	EA    	EA    	  	                              	OC 	Y	 	 	 	Y	 	M	 	 	 	7/18/1984	        	      	9.62	4.09	1
17102-0067          	BRKT OIL BY PASS         	                         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	LB    	0	5	1
17102-0083          	BRKT                     	P 03                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	11/27/1991	      	0	5	1
17102-3810          	BKT                      	PO1 CEL 5                	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	OC 	Y	 	 	 	Y	 	M	 	 	 	1/11/1988	        	      	4.84	4.09	1
17102-3813          	BRKT OIL FILTER          	P 04                     	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	12/3/1991	      	0	5	1
17102-8002          	BKT OIL FILTER           	PO2                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	12/1/1989	        	LB    	0	5	1
17102-8003          	BKT AY                   	PO2  (EOQ 50PCS)         	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	PAN	Y	 	 	 	Y	 	M	 	 	 	1/2/1990	        	      	7.2	4.09	1
17102-8004          	BKT OIL FILTER           	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	11/5/1990	        	LB    	0	5	1
17103-0007          	BKT AY OIL FILTER        	PO1                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	3/4/1976	        	LB    	0	5	1
17103-0014          	BKT AY                   	PO2                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	6/24/1983	        	LB    	0	5	1
17103-0021          	BKT                      	PO3                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	12/30/1987	        	      	0	0	1
17106-0005          	GUSSET                   	PO2                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	10/2/1987	        	LB    	0	0	1
17106-0008          	GUSSET                   	PO1                      	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	N	 	M	 	 	 	7/18/1984	        	      	0	0	1
17107-8001          	GUSSET                   	P01  ENO 807899          	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	        	      	0	0	1
17108-8001          	SUPPORT                  	REV P02; T830185         	      	                    	PART	COMPONENT      	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	4/2/1994	        	      	0	0	1
17109-0001          	PLATE-COVER              	ENO-503322               	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	3/5/1996	      	0	0	0
17127-0002          	REINF                    	B                        	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	4/1/1982	        	LB    	0	5	1
171428              	COLLAR                   	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	2.69	0	0
171429              	ROD                      	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	ROD	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	1.13	0	0
171433              	HANDLE ASSY              	REV A   BLACK            	      	                    	FGIN	GROVE          	EA    	EA    	EA    	A 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	12/1/2004	11/3/2004	      	6.46	0	0
171508              	WINCH COVER              	REV 4                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	4	                              	COV	Y	Y	N	N	Y	N	M	N	N	N	9/1/1989	9/21/2004	      	68.57	0	0
171508S             	WINCH COVER - SERVICE    	REV 4                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	4	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	53.57	0	0
171509              	WINCH COVER              	REV 05                   	      	                    	FGIN	GROVE          	EA    	EA    	EA    	5	                              	COV	Y	Y	N	N	Y	N	M	N	N	N	9/1/1989	9/21/2004	      	70.8	0	0
171509S             	WINCH COVER  -  SERVICE  	REV 05                   	      	                    	FGIN	GROVE          	EA    	EA    	EA    	5	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	50.8	0	0
171769              	STOW BAR                 	REV 1                    	      	                    	PART	GROVE          	EA    	EA    	EA    	1	                              	BAR	Y	Y	N	N	Y	N	M	N	N	N	        	11/1/2004	      	13.92	0	0
172-0234            	PLATE ASSY               	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	9.38	0	0
172-0234-2          	PLATE                    	REV 00                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/29/2003	      	5.62	0	0
172-3045            	PLATE                    	REV 00                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	0	                              	   	Y	Y	N	N	N	N	M	N	N	N	        	7/1/2003	      	2.29	0	0
172-6038            	PLATE ASSY               	REV 03                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	3	                              	   	Y	Y	N	N	Y	N	M	N	N	N	11/5/2003	9/30/2003	      	57.6	0	0
172-6038-01         	PLATE                    	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	26.55	0	0
172-6038-02         	BAR                      	REV 02                   	      	                    	PART	CATERPILLAR    	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	9/30/2003	      	7.71	0	0
172-6654            	BRKT                     	REV 01                   	      	                    	FGIN	CAT            	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/5/2004	      	4.41	0	0
172-9954            	BRACKET                  	REV 01                   	      	                    	FGIN	CATERPILLAR    	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	1/5/2004	      	6.46	0	0
17203-3604          	BRKT-FULL FLOW OIL FILTER	P01                      	      	                    	FGIN	FINISHED GOODS 	EA    	EA    	EA    	  	                              	   	Y	 	 	 	Y	 	M	 	 	 	        	2/21/1992	      	0	5	1
172198              	PAD                      	REV #                    	      	                    	PART	GROVE          	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/3/2004	      	15.43	0	0
172314              	WINCH COVER              	REV 1                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	7/1/1989	1/14/2004	      	57.08	0	0
172315              	WINCH COVER              	REV 1                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	9/1/1993	3/3/2004	      	35.63	0	0
172315S             	WINCH COVER - SERVICE    	REV 1                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	1	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	        	      	35.63	0	0
172316              	TOP COVER                	REV #                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	10/1/1988	3/3/2004	      	31.7	0	0
172316S             	TOP COVER                	REV #                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	# 	                              	COV	Y	Y	N	N	Y	N	M	N	N	N	10/1/1988	11/9/2004	      	34.09	0	0
172371              	CONSOLE ASSEMBLY         	REV 3                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	6/1/1993	10/16/2003	      	75.59	5	0
172372              	VALVE PLATE              	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	10/1/1988	10/16/2003	      	11.96	0	0
172374              	FRONT CHANNEL            	REV 3                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	3	                              	   	Y	Y	N	N	Y	N	M	N	N	N	12/1/1997	10/16/2003	      	31.86	0	0
172483              	ANGLE                    	REV 2                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	2	                              	   	Y	Y	N	N	Y	N	M	N	N	N	8/1/1998	10/16/2003	      	7.38	0	0
172526              	PLATE                    	REV #                    	      	                    	PART	COMPONENT      	EA    	EA    	EA    	# 	                              	   	Y	Y	N	N	Y	N	M	N	N	N	4/1/1989	10/16/2003	      	4.04	0	0
172535              	BLOCK                    	6177	      	                    	PART	GROVE          	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	9/1/1989	12/2/2003	      	0	0	0
1726-BB             	2 X 22 DOOR FINGERS      	POWDER COAT GRAY TEXTURE 	      	                    	FGIN	COM-TROL       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/5/2002	      	0	0	0
1727-BB             	2 X 44 DOOR FINGER       	POWDER COAT GRAY TEXTURE 	      	                    	FGIN	COM-TROL       	EA    	EA    	EA    	  	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	2/5/2002	      	0	0	0
172709              	COVER                    	REV 4                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	4	                              	   	Y	Y	N	N	Y	N	M	N	N	N	8/1/1994	12/19/2003	      	37.07	0	0
172709S             	COVER  -  SERVICE        	REV 4                    	      	                    	FGIN	GROVE          	EA    	EA    	EA    	4	                              	   	Y	Y	N	N	Y	N	M	N	N	N	        	11/24/2004	      	39.72	0	0
