ITEM-ID	WHSE-CD	LAST-ACT-DT	LAST-ORD-DT	LAST-SHIP-DT	LAST-RCPT-DT	LST-TRAN-DT	LST-ADJ-DT	ECON-ORD-QTY	SHP-LEAD-TM	VEND-LD-TM	STD-COST	AVG-COST	LST-RCPT-CST	ON HAND	REL-QTY	BO-QTY	FUT-QTY	ON-ORD-QTY	MTD-RCPT	MTD-SALES	MTD-ADJ	MTD-TRAN	MTD-BOOKED	YTD-BO	QTD-PUR	PQ-PUR	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
F1525	1	1/4/2005		3/31/2004	8/9/1994	8/12/1998	12/17/1999	0	18	18	7	0	7	500	0	0	0	0	0	0	0	0	0	0	0	0
F1526	1	1/4/2005	5/29/1998	1/30/2001		1/3/2000		0	3	55	39.96	0	39.96	1790	0	0	0	0	0	0	0	0	0	0	0	0
F1528	1	1/4/2005		3/30/2004	3/27/1995		12/14/1999	0	0	18	9.05	0	9.05	96	0	0	0	0	0	0	0	0	0	0	0	0
F1530	1	5/26/2005		9/10/2004	11/10/2000	11/29/1999	5/5/2005	2000	8	4	15.03	0	15.03	180	40	0	0	0	0	0	0	0	0	0	0	0
F1531	1	1/4/2005		4/19/2001	2/23/1995		1/12/2001	0	18	18	52.7	0	52.7	334	0	0	0	0	0	0	0	0	0	0	0	0
F1533	1	1/4/2005		1/17/2001	9/8/2000		9/28/2000	0	0	2	49	0	49	14	0	0	0	0	0	0	0	0	0	0	0	0
F1535	1	1/4/2005		8/14/2001	4/11/2001		2/15/2001	0	0	2	1.17	0	1.17	4	0	0	0	0	0	0	0	0	0	0	0	0
F1536	1	1/4/2005					12/22/1998	0	0	0	99.78	0	99.78	165	0	0	0	0	0	0	0	0	0	0	0	0
F1538	1	6/24/2005		6/24/2005	5/17/2005			0	0	11	13.13	0	13.13	527	152	0	0	0	0	24	0	0	104	0	36.11	30
F1539	1	1/4/2005		5/29/2001	4/4/2001			0	0	1	13.6	0	13.6	95	0	0	0	0	0	0	0	0	0	0	0	0
F1540	1	1/4/2005	9/29/2003	10/1/2003	6/11/2001		4/26/2001	0	0	32	92.95	0	92.95	40	0	0	0	0	0	0	0	0	0	0	0	0
F1541	1	4/6/2005		4/6/2005	1/17/2005			0	0	4	16.16	0	16.16	86	1	0	0	0	0	0	0	0	0	0	0	16.16
F1542	1	4/6/2005		4/6/2005	12/18/2003			0	0	4	5.65	0	5.65	38	1	0	0	0	0	0	0	0	0	0	0	0
F1544	1	6/20/2005		6/20/2005	5/7/2004	10/30/2000	1/9/2001	0	0	5	3.25	0	3.25	150	0	0	0	0	0	80	0	0	0	0	0	0
F1550	1	6/30/2005	7/21/2004	6/30/2005	3/3/2005	8/21/2000	5/27/1998	0	12	2	21	0	21	27	24	0	0	0	0	41	0	0	0	0	0	21
F1553	1	1/4/2005						0	0	0	25.75	0	25.75	88	0	0	0	0	0	0	0	0	0	0	0	0
F1556	1	6/24/2005		6/24/2005	3/11/2005			1000	0	8	5.5	0	5.5	52	152	0	0	200	0	16	0	0	104	0	0	5.5
F1557	1	6/30/2005		6/28/2005	6/30/2005			0	0	23	21	0	21	212	182	0	0	0	200	230	0	0	180	0	105	42
F1558	1	1/27/2005		1/27/2005	1/17/2005			0	0	4	0.31	0	31.04	9	0	0	0	0	0	0	0	0	0	0	0	7.76
F1559	1	1/27/2005		1/27/2005	1/17/2005			0	0	4	0.07	0	6.83	84	0	0	0	0	0	0	0	0	0	0	0	6.83
F1562	1	6/30/2005		2/27/2004	6/30/2005	10/23/2000	1/22/1998	0	8	18	45.36	0	45.36	164	120	0	0	0	100	0	0	0	0	0	45.36	0
F1563	1	1/4/2005		11/12/1997		11/12/1998	4/14/2003	0	8	8	31.46	0	31.46	100	0	0	0	0	0	0	0	0	0	0	0	0
F1564	1	6/16/2005	5/29/1998	6/16/2005	6/8/2005	1/3/2000	7/2/2002	0	3	6	20.47	0	20.47	64	0	0	0	0	100	60	0	0	0	0	20.47	0
F1565	1	1/4/2005				11/12/1998	11/12/1999	0	0	2	74.58	0	74.58	18	0	0	0	0	0	0	0	0	0	0	0	0
F1600	1	6/15/2005	5/20/1997	6/15/2005	2/8/2005	7/31/1998	4/7/2004	0	18	15	128.75	0	128.75	23	4	0	0	0	0	24	0	0	4	0	0	64.38
F1601	1	5/24/2005		11/19/2004	8/2/2004	10/18/1999	4/13/2004	0	18	26	40	0	40	2685	220	0	0	0	0	0	0	0	0	0	0	0
F1602	1	1/4/2005		11/19/2004	7/15/2004	10/29/1999	1/8/2003	0	8	16	43.62	0	43.62	842	0	0	0	0	0	0	0	0	0	0	0	0
F1603	1	1/4/2005		6/23/2004	11/29/2000	3/8/1999	5/27/2004	0	8	13	6	0	6	260	0	0	0	0	0	0	0	0	0	0	0	0
F1604	1	1/4/2005		11/28/1994		5/20/1998		0	0	0	16.65	0	16.65	102	0	0	0	0	0	0	0	0	0	0	0	0
F1605	1	1/4/2005		11/28/1994		9/14/1999		0	0	0	31.54	0	31.54	43	0	0	0	0	0	0	0	0	0	0	0	0
F1607	1	6/15/2005			6/14/2005			0	0	19	81	0	90.3	125	60	0	0	50	125	0	0	0	0	0	112.75	0
F1608	1	6/29/2005		6/14/2005	6/29/2005	7/8/1997	4/7/2004	0	8	17	39	0	39	614	308	0	0	0	500	198	0	0	0	0	351	122.46
F1621	1	5/26/2005						0	0	0	56.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1622	1	1/4/2005		12/18/2001	8/26/1994	5/20/1998	8/5/2004	0	0	2	1.07	0	1.07	245	0	0	0	0	0	0	0	0	0	0	0	0
F1623	1	1/4/2005		12/10/2001		5/20/1998		0	0	0	15	0	15	111	0	0	0	0	0	0	0	0	0	0	0	0
F1624	1	6/15/2005			6/14/2005			0	0	14	72.72	0	85	200	160	0	0	0	200	0	0	0	0	0	170	0
F1627	1	1/4/2005		1/2/2001	11/29/2000	12/8/2000	2/3/1999	0	8	13	9	0	9	331	0	0	0	0	0	0	0	0	0	0	0	0
F1629	1	6/28/2005		6/24/2005	6/15/2005		5/17/2005	0	0	30	2.13	0	212.6	323	208	0	0	0	500	177	0	0	152	0	1063	659.06
F1645	1	6/20/2005			6/20/2005			0	0	19	0	0	171	120	40	0	0	0	120	0	0	0	0	0	205.2	0
F1646	1	1/4/2005		11/7/2000	9/27/2000			0	0	8	47.65	0	47.65	19	0	0	0	0	0	0	0	0	0	0	0	0
F1648	1	1/4/2005		11/7/2000	9/6/2000			0	0	14	18.56	0	18.56	10	0	0	0	0	0	0	0	0	0	0	0	0
F1649	1	2/14/2005		9/19/2000	2/14/2005		2/13/2003	0	0	13	64.65	0	64.65	280	0	0	0	0	0	0	0	0	0	0	0	181.02
F1650	1	2/17/2005		2/17/2005	1/12/2005		1/12/2004	0	0	3	15.4	0	15.4	3	0	0	0	0	0	0	0	0	0	0	0	385
F1651	1	6/6/2005			6/6/2005			0	0	10	0	0	82	50	40	0	0	0	50	0	0	0	0	0	41	0
F1653	1	3/8/2005	8/26/1998	3/8/2005	2/21/2005	12/27/1999	3/7/2005	0	5	17	300	0	300	27	0	0	0	0	0	0	0	0	0	0	0	1140
F1653-1	1	3/14/2005	4/7/1999	3/14/2005	3/8/2005	7/10/2000	1/4/2002	0	4	0	3.6	1.5	3	3	0	0	0	0	0	0	0	0	0	0	0	300
F1654	1	5/26/2005		11/30/2004	7/2/2004	10/5/2000	4/10/2001	0	8	34	103.47	0	103.47	74	25	0	0	0	0	0	0	0	0	0	0	0
F1655	1	6/7/2005		11/30/2004	6/17/2003	1/3/2000	9/30/2002	0	0	14	17.65	0	17.65	2	25	0	0	100	0	0	0	0	0	0	0	0
F1656	1	6/15/2005		5/17/2005	9/11/2002	8/25/2000	3/4/2005	0	18	11	19	0	19	153	80	0	0	0	0	0	0	0	40	0	0	0
F1657	1	6/27/2005		6/27/2005	6/6/2005	1/3/2000	2/7/2005	0	0	13	6.45	0	6.45	264	440	0	0	300	200	270	0	0	200	0	25.8	45.15
F1658	1	6/30/2005		6/30/2005	4/20/2005	1/10/2001	2/27/2004	0	0	2	37.35	0	37.35	75	318	0	0	0	0	243	0	0	-3	0	149.4	280
F1659	1	6/28/2005		6/28/2005	5/25/2005	11/19/1999	3/11/2004	0	8	15	620	0	620	48	1	0	0	0	0	84	0	0	1	0	310	620
F1662	1	1/4/2005		7/26/2000	6/16/2000	11/15/1999	1/10/2003	0	8	23	68.96	0	68.96	206	0	0	0	0	0	0	0	0	0	0	0	0
F1665	1	6/27/2005		6/27/2005	6/6/2005		1/18/2005	0	0	12	8.15	0	8.15	182	220	0	0	100	100	140	0	0	100	0	16.3	40.75
F1666	1	6/27/2005		6/27/2005	6/6/2005		1/18/2005	0	0	12	33.6	0	33.6	182	220	0	0	100	100	140	0	0	100	0	67.2	168
F1669	1	2/14/2005			2/14/2005			0	0	9	65	0	70.99	240	0	0	0	0	0	0	0	0	0	0	0	170.38
F1670	1	1/4/2005		8/21/2003	6/20/2003		8/13/2003	0	0	7	1.32	0	1.32	8	0	0	0	0	0	0	0	0	0	0	0	0
F1672	1	1/4/2005					10/27/2004	0	0	0	71	0	0.74	59	0	0	0	0	0	0	0	0	0	0	0	0
F1674	1	6/21/2005		6/21/2005	6/17/2005			0	0	2	2.04	0	2.45	108	60	0	0	0	100	20	0	0	34	0	347	0
F1700	1	6/28/2005		6/28/2005	6/16/2005	2/17/1997	10/13/2004	0	0	15	13	0	13	379	340	0	0	0	800	763	0	0	307	0	273	364
F1701	1	6/30/2005		6/30/2005	6/20/2005		1/12/2005	0	0	12	62.75	0	62.75	535	667	0	0	500	700	259	0	0	697	0	753	188.25
F1702	1	6/10/2005		6/10/2005	4/6/2005	10/14/1999	2/9/2005	0	8	20	5	0	5	472	150	0	0	0	0	150	0	0	150	0	25	109.5
F1703	1	6/28/2005		6/28/2005			7/17/2001	0	0	0	9.17	0	9.17	177	56	0	0	0	0	20	0	0	34	0	0	0
F1704	1	5/26/2005	6/30/1998	5/11/2005	12/3/2003	4/12/2000	2/14/2001	0	16	2	4.37	0	4.37	190	60	0	0	0	0	0	0	0	0	0	0	0
F1705	1	3/28/2005		3/28/2005	7/21/2003	11/12/1999	3/23/2005	0	0	6	6.5	0	6.5	45	0	0	0	0	0	0	0	0	0	0	0	0
F1706	1	6/28/2005		6/6/2005	12/14/1994		12/11/1996	0	0	6	11.5	0	11.5	601	400	0	0	0	0	6	0	0	100	0	0	0
F1707	1	4/6/2005		3/21/2005	4/6/2005	11/30/1999	2/2/2005	100	0	23	30	0	32	248	0	0	0	0	0	0	0	0	0	0	60	64
F1708	1	6/16/2005		6/10/2005	6/16/2005	11/12/1999	3/8/2004	0	0	5	20	0	20	254	200	0	0	0	200	200	0	0	200	0	80	100
F1709	1	5/16/2005		5/16/2005	2/17/2004	11/29/2000	12/22/2003	450	0	22	14.5	0	14.5	247	0	0	0	0	0	0	0	0	0	0	0	0
F1710	1	1/4/2005		1/24/2000	3/14/1995	5/28/1999	11/24/1999	0	0	24	27.15	0	27.15	60	0	0	0	0	0	0	0	0	0	0	0	0
F1711	1	1/4/2005		4/29/1999	3/16/1995		12/14/1999	0	0	15	38.15	0	38.15	497	0	0	0	0	0	0	0	0	0	0	0	0
F1712	1	6/30/2005		6/20/2005	6/16/2005		6/30/2005	0	0	9	31.67	0	31.67	0	562	0	0	0	550	416	-728	0	460	0	237.53	1330.14
F1713	1	5/16/2005		5/16/2005	3/23/2004	11/29/2000	12/22/2003	0	0	7	32.1	0	32.1	149	0	0	0	0	0	0	0	0	0	0	0	0
F1714	1	1/4/2005				5/20/1998		0	0	0	89.5	0	89.5	55	0	0	0	0	0	0	0	0	0	0	0	0
F1716	1	1/4/2005		1/24/2000		4/6/1999	9/23/2004	0	0	0	15.5	0	15.5	2614	0	0	0	0	0	0	0	0	0	0	0	0
F1717	1	1/4/2005		9/14/2004	2/13/2003		1/3/2003	0	0	14	32.2	0	32.2	368	0	0	0	0	0	0	0	0	0	0	0	0
F1719	1	5/26/2005		7/31/2004	12/4/2003	4/17/2000	1/30/2004	200	8	6	2.55	0	2.55	31	10	0	0	0	0	0	0	0	0	0	0	0
F1720	1	6/16/2005		5/27/2005	2/2/2004	9/12/2000	1/30/2001	200	0	11	2	0	2	527	77	0	0	0	0	0	0	0	12	0	0	0
F1721	1	6/16/2005		5/27/2005	5/20/2002	1/3/2000	8/15/1995	400	0	5	1	0	1	391	76	0	0	0	0	0	0	0	12	0	0	0
F1722	1	6/30/2005		6/30/2005	4/14/2005	1/10/2001	2/27/2004	0	18	12	1	0	1	357	758	0	0	500	0	532	0	0	-7	0	10	6
F1723	1	2/16/2005		3/11/1997		10/14/1996	2/16/2005	100	0	15	10	0	10	302	0	0	0	0	0	0	0	0	0	0	0	0
F1725	1	5/16/2005		5/16/2005	4/16/2004	11/29/2000	3/4/2005	800	0	26	8.4	0	8.4	899	0	0	0	0	0	0	0	0	0	0	0	0
F1726	1	1/4/2005		5/22/2002	1/2/2001		8/15/2001	0	0	21	17.5	0	17.5	1233	0	0	0	0	0	0	0	0	0	0	0	0
F1727	1	6/30/2005	9/16/2003	6/30/2005	10/29/2004		10/26/2004	0	0	5	0.8	0	0.8	2196	1024	0	0	0	0	560	0	0	820	0	0	0
F1728	1	6/30/2005	9/16/2003	6/30/2005	6/9/2005		8/23/2002	0	0	21	0.58	0	0.58	2683	928	0	0	0	2500	456	0	0	700	0	14.5	0
F1729	1	6/30/2005		6/30/2005	6/9/2005			0	0	7	0.25	0	0.25	5213	176	0	0	0	5000	104	0	0	140	0	12.5	1.25
F1730	1	6/28/2005		6/28/2005	5/19/2005		4/11/2005	0	0	10	8.5	0	8.5	210	416	0	0	400	0	892	0	0	416	0	127.5	136
F1731	1	5/19/2005		5/19/2005	2/5/2002		1/23/2002	0	0	5	39.15	0	39.15	155	0	0	0	0	0	0	0	0	0	0	0	0
F1732	1	5/16/2005		5/16/2005	4/16/2004		12/22/2003	0	0	26	0.17	0	0.17	411	0	0	0	0	0	0	0	0	0	0	0	0
F1733	1	6/2/2005		6/2/2005	9/27/2002			0	0	14	150	0	150	265	0	0	0	0	0	8	0	0	0	0	0	0
F1734	1	6/2/2005		6/2/2005	9/24/2002			0	0	12	15	0	15	272	0	0	0	0	0	8	0	0	0	0	0	0
F1735	1	6/2/2005		6/2/2005	9/24/2002		1/3/2003	0	0	12	90	0	90	124	0	0	0	0	0	8	0	0	0	0	0	0
F1736	1	1/4/2005		8/19/2003	4/18/2003		4/24/2003	0	0	31	28	0	28	83	0	0	0	0	0	0	0	0	0	0	0	0
F1737	1	1/4/2005		8/19/2003	4/18/2003		4/24/2003	0	0	31	3	0	3	83	0	0	0	0	0	0	0	0	0	0	0	0
F1738	1	1/4/2005		8/19/2003	4/18/2003		4/24/2003	0	0	31	28.5	0	28.5	83	0	0	0	0	0	0	0	0	0	0	0	0
F1739	1	6/30/2005		6/21/2005	6/16/2005		6/3/2005	0	0	9	35	0	35	198	306	0	0	200	300	180	-15	0	306	0	175	140
F1740	1	6/30/2005		6/30/2005	6/20/2005			0	0	15	20.57	0	20.57	89	44	0	0	0	100	56	0	0	72	0	20.57	20.57
F1741	1	6/28/2005		6/28/2005	5/17/2005		7/6/2004	0	0	10	11	0	11	1973	5818	0	0	4000	2000	2869	0	0	4719	0	874.94	970.97
F1742	1	4/20/2005		4/20/2005	2/24/2004			0	0	9	22.3	0	22.3	561	150	0	0	0	0	0	0	0	0	0	0	0
F1743	1	4/20/2005		4/20/2005	2/24/2004			0	0	9	55	0	55	868	75	0	0	0	0	0	0	0	0	0	0	0
F1744	1	4/20/2005		4/20/2005	2/20/2004		3/4/2005	0	0	7	46.2	0	46.2	125	75	0	0	0	0	0	0	0	0	0	0	0
F1745	1	4/20/2005		4/20/2005	2/20/2004			0	0	7	2.1	0	2.1	6672	150	0	0	0	0	0	0	0	0	0	0	0
F1746	1	6/6/2005		6/6/2005	4/7/2005		2/22/2005	0	0	12	2.9	0	2.9	308	0	0	0	0	0	0	0	0	-8	0	29	29
F1747	1	1/4/2005		1/4/2005	2/24/2004			0	0	6	7	0	7	639	0	0	0	0	0	0	0	0	0	0	0	0
F1748	1	6/30/2005		6/14/2005	6/9/2005			0	0	16	5.5	0	5.5	30	50	0	0	100	50	20	0	0	50	0	2.75	0
F1749	1	6/6/2005		6/6/2005	5/31/2005			0	0	19	2.5	0	2.5	76	0	0	0	0	0	24	0	0	0	0	2.5	0
F1750	1	6/30/2005		6/15/2005	6/6/2005		6/6/2002	0	0	10	10.6	0	10.6	1483	1552	0	0	1000	1000	992	0	0	996	0	530	212
F1751	1	6/30/2005		6/30/2005	6/9/2005			0	0	11	1	0	1	319	400	0	0	200	200	160	0	0	340	0	2	0
F1752	1	6/30/2005		6/30/2005	3/31/2005			0	0	9	1.5	0	1.5	269	320	0	0	200	0	128	0	0	272	0	0	7.5
F1753	1	6/30/2005		6/30/2005	4/9/2004			0	0	9	1.25	0	1.25	240	80	0	0	0	0	32	0	0	68	0	0	0
F1754	1	6/30/2005		6/30/2005	3/31/2005			0	0	9	11	0	11	300	320	0	0	200	0	128	0	0	272	0	0	55
F1755	1	6/30/2005		6/30/2005	6/22/2005			0	0	10	13	0	13	207	160	0	0	0	100	64	0	0	136	0	13	0
F1756	1	6/30/2005		6/30/2005	4/9/2004			0	0	9	2	0	2	633	80	0	0	0	0	32	0	0	68	0	0	0
F1757	1	6/30/2005		6/30/2005	4/6/2005			0	0	4	3.1	0	3.1	598	80	0	0	0	0	32	0	0	68	0	15.5	0
F1758	1	6/22/2005		5/31/2005	6/22/2005			0	0	26	13.55	0	13.55	198	0	0	0	0	200	0	0	0	0	0	27.1	0
F1761	1	1/4/2005		7/26/2000	7/5/2000	11/1/2000		0	0	4	20.96	0	20.96	352	0	0	0	0	0	0	0	0	0	0	0	0
F1762	1	1/4/2005						0	0	0	26.6	0	26.6	90	0	0	0	0	0	0	0	0	0	0	0	0
F1763	1	1/4/2005		2/8/2001	12/14/2000		9/23/2004	0	0	3	5	0	5	51	0	0	0	0	0	0	0	0	0	0	0	0
F1764	1	1/4/2005		8/30/2004	4/2/2002			0	0	1	37.68	0	37.68	213	0	0	0	0	0	0	0	0	0	0	0	0
F1766	1	6/17/2005		6/17/2005	4/2/2002			0	0	1	24.46	0	24.46	130	102	0	0	0	0	18	0	0	78	0	0	0
F1767	1	1/4/2005		9/8/2004	1/5/2004			0	0	18	15	0	15	170	0	0	0	0	0	0	0	0	0	0	0	0
F1774	1	6/9/2005		6/9/2005	3/16/2004			0	0	6	5.1	0	5.1	3555	60	0	0	0	0	10	0	0	0	0	0	0
F1775	1	6/9/2005		6/9/2005	3/16/2004			0	0	6	3	0	3	2182	60	0	0	0	0	10	0	0	0	0	0	0
F1776	1	6/9/2005		6/9/2005	3/16/2004			0	0	6	7.2	0	7.2	899	60	0	0	0	0	10	0	0	0	0	0	0
F1777	1	4/5/2005		4/5/2005	3/16/2004			0	0	6	15.9	0	15.9	266	0	0	0	0	0	0	0	0	0	0	0	0
F1778	1	4/5/2005		4/5/2005	3/16/2004			0	0	6	63.7	0	63.7	19	0	0	0	0	0	0	0	0	0	0	0	0
F1780	1	6/30/2005		6/14/2005	6/6/2005			0	0	29	26.7	0	26.7	67	100	0	0	100	100	40	0	0	100	0	26.7	0
F1807	1	1/4/2005	1/6/1998	5/3/2002	10/23/2001	11/12/1999	6/15/2000	0	8	44	21.56	0	21.56	149	0	0	0	0	0	0	0	0	0	0	0	0
F1808	1	1/4/2005		2/2/2000	12/23/1999	6/4/1999	6/4/1999	0	8	17	0.3	0	29.75	438	0	0	0	0	0	0	0	0	0	0	0	0
F1850	1	6/28/2005	5/20/1997	6/28/2005	5/26/2005	11/22/1999	3/7/2005	0	8	11	10.9	0	10.9	399	375	0	0	0	0	3530	0	0	112	0	654	1511.75
F1851	1	6/30/2005	5/20/1997	6/30/2005	6/15/2005	4/21/1997	5/5/2005	0	8	7	11.58	0	12.19	632	775	0	0	200	500	180	0	0	698	0	121.9	96.3
F1853	1	2/4/2005		2/4/2005		5/21/1998	3/8/2001	0	0	3	18	0	18	1334	0	0	0	0	0	0	0	0	0	0	0	0
F1854	1	1/4/2005	5/20/1997	5/29/1997	2/10/1995	4/21/1997	7/7/1997	0	9	90	6.25	0	6.25	2536	0	0	0	0	0	0	0	0	0	0	0	0
F1856	1	1/4/2005		6/25/1996		5/21/1998	3/20/1997	0	0	5	28.4	0	28.4	297	0	0	0	0	0	0	0	0	0	0	0	0
F1857	1	6/30/2005		6/30/2005	6/8/2005		5/5/2005	0	0	2	36.4	0	40.68	113	402	0	0	0	100	118	0	0	306	0	109.2	0
F1859	1	6/28/2005			6/3/2005			0	0	10	20.3	0	20.3	100	46	0	0	0	100	0	0	0	43	0	20.3	0
F1860	1	6/30/2005	5/20/1997	6/30/2005	2/2/1995	4/21/1997	2/17/2000	0	9	41	15.15	0	15.15	2139	14	0	0	0	0	4	0	0	10	0	0	0
F1900	1	1/4/2005		2/10/1998		1/3/2000		0	0	13	5	0	5	40	0	0	0	0	0	0	0	0	0	0	0	0
F1901	1	6/9/2005	6/11/2001	6/9/2005	2/8/2005	12/27/2000	6/14/2004	0	0	16	1.4	0	1.4	41	1	0	0	0	0	0	0	0	-4	0	0	1.4
F1902	1	6/30/2005		6/28/2005	6/29/2005	6/18/1999	1/8/2003	0	8	9	4	0	4	3969	3484	0	0	0	3023	1590	0	0	1936	0	280.92	220
F1904	1	6/28/2005		6/16/2005	6/15/2005	10/7/1999	9/21/2004	0	8	11	4	0	4	261	250	0	0	0	200	476	0	0	268	0	28	40
F1909	1	1/4/2005		12/13/2000		4/9/1999	11/15/1999	0	0	3	13.5	0	13.5	11	0	0	0	0	0	0	0	0	0	0	0	0
F1910	1	6/28/2005		6/28/2005	6/13/2005	1/3/2000	9/23/2004	0	4	3	16.61	0	17.28	104	12	0	0	0	100	354	0	0	12	0	117.61	0
F1911	1	4/6/2005	11/7/2003	4/6/2005	12/7/2004	10/27/2000	11/20/2001	0	0	2	11.24	0	11.24	66	0	0	0	0	0	0	0	0	0	0	0	0
F1912	1	6/24/2005		6/24/2005		1/3/2000	7/31/2002	0	0	0	10	0	10	2047	20	0	0	0	0	30	0	0	0	0	0	0
F1913	1	1/4/2005		9/8/2004		8/6/1998	11/12/1999	0	8	8	32.5	0	32.5	95	0	0	0	0	0	0	0	0	0	0	0	0
F1914	1	5/26/2005		11/30/2004	10/9/2000	1/3/2000	9/30/2002	0	0	14	22.5	0	22.5	19	15	0	0	0	0	0	0	0	0	0	0	0
F1915	1	1/4/2005		7/20/2001	1/23/1995	1/3/2000		0	0	8	13	0	13	108	0	0	0	0	0	0	0	0	0	0	0	0
F1917	1	1/4/2005		9/11/2001	1/18/2001	5/21/1998	2/12/2001	0	0	14	3.5	0	3.5	1728	0	0	0	0	0	0	0	0	0	0	0	0
F1918	1	6/30/2005		6/29/2005	6/6/2005	7/23/1999	3/15/2005	0	8	11	0.21	0	0.21	204	300	0	0	100	100	128	0	0	126	0	63	70.98
F1921	1	6/6/2005		6/6/2005	4/5/2005		3/5/2001	0	0	2	8.94	0	11.4	56	0	0	0	0	0	40	0	0	0	0	8.94	0
F1922	1	5/26/2005	4/13/2005	5/11/2005	11/3/2004	10/5/2000	1/30/2001	0	15	2	8.09	0	8.09	27	200	0	0	0	0	0	0	0	0	0	0	0
F1923	1	5/26/2005	4/13/2005	5/11/2005	11/3/2004	10/5/2000	1/30/2004	0	15	2	3.24	0	3.24	166	200	0	0	0	0	0	0	0	0	0	0	0
F1924	1	1/4/2005		2/9/2004				0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
F1925	1	5/26/2005		2/27/2004	1/7/2004	1/3/2000	11/30/1998	0	0	8	4.13	0	4.13	67	30	0	0	0	0	0	0	0	0	0	0	0
F1927	1	6/30/2005		6/30/2005	5/17/2004			0	0	17	1.35	0	1.35	2615	453	0	0	0	0	151	0	0	313	0	0	0
F1928	1	6/16/2005		6/16/2005		8/27/1997	11/10/2003	0	0	0	3	0	3	737	8	0	0	0	0	8	0	0	0	0	0	0
F1929	1	1/4/2005						0	0	0	25	0	25	425	0	0	0	0	0	0	0	0	0	0	0	0
F1934	1	6/23/2005		6/23/2005	3/21/1995		2/5/2004	0	0	19	5.5	0	5.5	4084	50	0	0	0	0	6	0	0	50	0	0	0
F1935	1	1/4/2005		9/30/2004	2/10/1995	5/21/1998	2/16/2004	0	0	13	9.1	0	9.1	41	0	0	0	0	0	0	0	0	0	0	0	0
F1936	1	5/26/2005		11/30/2004		12/26/2000	10/2/2000	0	8	16	6	0	6	1527	100	0	0	0	0	0	0	0	0	0	0	0
F1938	1	1/4/2005	11/21/2003	7/31/2004	7/9/2004	8/22/2000	2/15/2002	0	5	6	0.5	0	0.5	4	0	0	0	0	0	0	0	0	0	0	0	0
F1943	1	1/4/2005		2/16/2004	1/22/2004	11/8/2000	5/4/1998	0	4	2	25.9	0	25.9	42	0	0	0	0	0	0	0	0	0	0	0	0
F1945	1	6/15/2005		5/17/2005	8/17/2004	9/21/2000	10/23/2001	0	4	4	38.8	0	38.8	5	20	0	0	0	0	0	0	0	10	0	0	0
F1947	1	1/4/2005		2/16/2004	1/7/2004			0	0	8	0.48	0	0.48	95	0	0	0	0	0	0	0	0	0	0	0	0
F1948	1	1/4/2005		2/16/2004	11/23/1994	1/3/2000	6/9/1995	0	0	11	0.28	0	0.28	11	0	0	0	0	0	0	0	0	0	0	0	0
F1951	1	6/6/2005			6/6/2005			0	0	10	72	0	70	75	10	0	0	0	75	0	0	0	0	0	54	0
F1952	1	6/30/2005		6/30/2005	6/8/2005	11/11/1999	6/17/2005	0	13	12	1.94	0	1.94	31	20	0	0	0	50	45	-2	0	0	0	145.5	48.5
F1954	1	1/4/2005		3/27/2003	3/18/2003	6/4/1998	12/17/1998	0	0	2	14.28	0	14.28	176	0	0	0	0	0	0	0	0	0	0	0	0
F1955	1	3/14/2005	12/3/1996	3/14/2005	4/19/1995	1/3/2000	2/11/1997	0	8	8	2.5	0	2.5	385	0	0	0	0	0	0	0	0	0	0	0	0
F1958	1	6/30/2005	1/13/1998	6/30/2005	5/24/2005	7/31/2000	4/22/2005	0	28	23	41.5	0	54.3	812	160	0	0	0	0	8	0	0	160	0	592.96	0
F1959	1	6/30/2005	10/21/1998	6/30/2005	5/17/2005	8/1/2000	1/16/1998	0	12	20	83	0	97	462	40	0	0	0	0	2	0	0	40	0	475.3	0
F1961	1	6/30/2005	1/13/1998	6/30/2005	7/9/2004	7/31/2000		0	28	26	43.5	0	43.5	336	160	0	0	0	0	8	0	0	160	0	0	0
F1962	1	6/30/2005	9/28/1998	6/30/2005	5/5/2005	8/11/2000	1/2/2002	500	11	10	26.6	0	26.6	121	80	0	0	0	0	4	0	0	80	0	53.2	0
F1963	1	6/30/2005	9/28/1998	6/30/2005	6/14/2005	12/18/2000	9/27/2000	0	9	8	80	0	83.8	84	40	0	0	0	50	2	0	0	40	0	125.7	33.52
F1966	1	5/26/2005		7/31/2004	10/2/2000	10/5/2000	2/25/1999	0	5	20	31.2	0	31.2	30	5	0	0	0	0	0	0	0	0	0	0	0
F1967	1	6/15/2005		5/17/2005	9/17/2002			0	0	4	0.28	0	0.28	35	20	0	0	0	0	0	0	0	10	0	0	0
