ITEM-ID	WHSE-CD	LAST-ACT-DT	LAST-ORD-DT	LAST-SHIP-DT	LAST-RCPT-DT	LST-TRAN-DT	LST-ADJ-DT	ECON-ORD-QTY	SHP-LEAD-TM	VEND-LD-TM	STD-COST	AVG-COST	LST-RCPT-CST	ON HAND	REL-QTY	BO-QTY	FUT-QTY	ON-ORD-QTY	MTD-RCPT	MTD-SALES	MTD-ADJ	MTD-TRAN	MTD-BOOKED	YTD-BO	QTD-PUR	PQ-PUR	DESC-1	DESC-2	VEND-ID	VEND-ITEM-ID	PROD-CLS	KEYWORD	STK-UOM	CST-UOM	PRC-UOM	TYPE	CHARACTERISTICS	BUYER-CD	ALW-SLS-HIST	ALW-SERIALIZED	WARRANTY ITEM	ALW-PERC-LVL-ADJ	ALW-COMMIS	ALW-LOT-INVEN	MFG-PUR-REP-SURCHG	PHANTOM	ALW-MODEL-ITEM	ALW-BACKFLUSH	REV-DT	EFF-DT	WGT-UOM	STD-CSTIML	COMMIS-PERC	UNT-WGT
03055962-6	1	1/4/2005		6/30/2004	6/4/2004			0	0	0	25.87	1.13	6.77	1	0	0	0	0	0	0	0	0	0	0	0	0	SIDE PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/3/2000	3/22/2002		25.87	0	0
03055962-7																											TOP PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/3/2000	3/22/2002		0	0	0
03055963	1	1/4/2005		8/30/2004	6/7/2004			0	0	0	39.39	11.87	0	1	0	0	0	0	0	0	0	0	0	0	0	0	COVER	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	1/25/2000	3/22/2002		0	0	0
03055963-1	1	1/4/2005		6/7/2004	6/3/2004			0	0	0	23.76	4.12	0.33	1	0	0	0	0	0	0	0	0	0	0	0	0	COVER PLATE	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	1/25/2000	3/22/2002		23.76	0	0
03055963-3	1	1/4/2005		6/7/2004	4/15/2004		3/31/2003	0	0	0	7.01	1.55	3.15	3	0	0	0	0	0	0	0	0	0	0	0	0	ANGLE	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	1/25/2000	3/22/2002		7.01	0	0
03055964																											COVER	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	10/19/1999	3/22/2002		0	0	0
03055965																											COVER	REV C/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/15/2000	3/22/2002		0	0	0
03055965-1																											COVER PLATE	REV C/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/15/2000	3/22/2002		0	0	0
03055965W																											COVER WELD	REV C/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/15/2000	3/22/2002		0	0	0
03056047																											ATT PARTS FOR TURNTABLE	REV C/D			FGIN	GROVE	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		8/8/2002		0	0	0
03056051																											SHUTTER	REV #			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	7/10/2002	8/2/2002		0	0	0
03056357																											BOX WELDMENT	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	7/10/2002	7/14/2004		0	0	0
03056357-1	1	1/4/2005		6/24/2004	6/7/2004		8/20/2004	0	0	0	48.91	15.66	0.33	1	0	0	0	0	0	0	0	0	0	0	0	0	BOTTOM & SIDE PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/6/2002	7/14/2004		48.91	0	0
03056357-3																											GUSSET	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/15/2000	3/21/2002		0	0	0
03056357-4																											SIDE PLATE	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/15/2000	3/21/2002		0	0	0
03056357-5																											END PLATE	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/15/2000	3/21/2002		0	0	0
03056358																											COVER	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/9/2002	7/14/2004		0	0	0
03056358-1																											COVER	REV B  GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	1/9/2002	3/21/2002		0	0	0
03056358W																											COVER WELD	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	1/9/2002	3/21/2002		0	0	0
03056359	1	1/4/2005		6/30/2004	4/6/2004			0	0	0	4.65	1.4	2.89	2	0	0	0	0	0	0	0	0	0	0	0	0	SHACKLE	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	10/15/1999	3/21/2002		4.65	0	0
03056363																											SHUTTER	REV A GMK5100			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	3/17/2003	7/14/2004		0	0	0
03056751																											PROTECTIVE COVER	REV A/A   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03056751-1																											COVER	REVA/A   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03056751-2	1	1/4/2005		6/30/2004	4/6/2004			0	0	0	3.17	0.1	0.2	1	0	0	0	0	0	0	0	0	0	0	0	0	COVER	REV A/A  GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		3.17	0	0
03056751W																											PROTECTIVE COVER	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	2/17/2000	3/20/2002		0	0	0
03056752																											PROTECTIVE COVER	REV #/#   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03056752-1	1	1/4/2005		8/30/2004	6/10/2004			0	0	0	33.38	11.35	10.53	1	0	0	0	0	0	0	0	0	0	0	0	0	COVER	REV #  GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		33.38	0	0
03056765																											SIDE PANEL END PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/11/2000	3/22/2002		0	0	0
03056765-1																											SIDE PANEL	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/11/2000	3/22/2002		45.12	0	0
03056765-2	1	1/4/2005		6/30/2004	6/4/2004			0	0	0	8.96	0.39	1.58	1	0	0	0	0	0	0	0	0	0	0	0	0	END PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	5/11/2000	3/22/2002		8.96	0	0
03056766																											ANGLE	REV A/A  GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03057440																											PROTECTIVE SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/22/2002		0	0	0
03057440-1																											PROTECTIVE SHEET	REV A GMK5100			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	7/14/2004	7/14/2004		0	0	0
03057440-2																											FILLER	REV A GMK5100			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	7/13/2004	7/15/2004		1.35	0	0
03057440-5	1	1/4/2005		8/30/2004	4/6/2004		10/28/2004	0	0	0	24.03	5.03	11.87	10	0	0	0	0	0	0	0	0	0	0	0	0	COVER	REV A GMK5100			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	7/13/2004	7/15/2004		24.03	0	0
03057440W																											PROTECTIVE SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/22/2002		0	0	0
03057441																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/22/2002		0	0	0
03057441-1																											PROTECTING SHEET	REV A GMK5100			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	7/14/2004	7/14/2004		0	0	0
03057441W																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/22/2002		0	0	0
03057442																											PROTECTING SHEET FORE LH	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057442-1	1	1/4/2005		8/30/2004	6/7/2004		10/28/2004	0	0	0	65.94	6.04	7.08	1	0	0	0	0	0	0	0	0	0	0	0	0	PROTECTING SHEET LEFT	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002	32	65.94	0	0
03057442-2	1	1/4/2005		8/30/2004	3/8/2004		10/28/2004	0	0	0	24.03	2.09	2.87	7	0	0	0	0	0	0	0	0	0	0	0	0	COVER	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		24.03	0	0
03057443																											PROTECTING SHEET FORE RH	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057443-1																											PROTECTING SHEET RH	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057444																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057444-1																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057445																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057445-1																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057446																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057446-1																											PROTECTING SHEET	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057447																											PROTECTING SHEET STEP LH	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057447-1																											PROTECTING SHEET STEP LH	REV #/# GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	4/23/2001	3/25/2002		0	0	0
03057448	1	1/4/2005		8/31/2004	8/30/2004		10/28/2004	0	0	0	91.96	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	PROTECTING SHEET BEH RH	REV #/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/8/2001	3/25/2002		91.96	0	0
03057448-1																											PROTECTING SHEET RH	REV #/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/8/2001	3/25/2002		0	0	0
03057448-4																											COVER	REV #/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/8/2001	3/25/2002		24.03	0	0
03057449																											PROTECTING SHEET BEH LH	REV #/B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	10/12/2001	3/25/2002		0	0	0
03057449-1																											PROTECTING SHEET LH	REV #/B GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	10/12/2001	3/25/2002		0	0	0
03063399																											HOLDING PLATE REAR LH	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/9/2001	3/22/2002		0	0	0
03063399-1																											HOLDING PLATE LH	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/9/2001	3/22/2002		0	0	0
03063399-2																											GUSSET	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/9/2001	3/22/2002		0	0	0
03063399-3																											GUSSET	REV A/A GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	8/9/2001	3/22/2002		0	0	0
03067237	1	4/29/2005	2/15/2005	4/29/2005	3/9/2005			0	60	0	8.19	0.07	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HANGER FUEL/WATER SEPARAT	REV #			FGIN	GROVE	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	7/29/2003	12/17/2003		8.19	4.04	0
03085080																											STEP WELDMENT LEFT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	5/11/2004	6/30/2004		201.15	0	0
03085080-1																											ENTRANCE LEFT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	6/17/2004	6/30/2004		67.4	0	0
03085080-3	1	1/4/2005		7/21/2004	7/13/2004		7/28/2004	0	0	0	8.53	2.54	5.08	1	0	0	0	0	0	0	0	0	0	0	0	0	ENTRANCE STEP	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	5/24/2004	6/30/2004		8.53	0	0
03085080-4																											BACK PLATE LEFT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	6/17/2004	6/30/2004		27.55	0	0
03085080-8																											PLATE	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	6/17/2004	6/30/2004		4.68	0	0
03085081																											STEP WELDMENT RIGHT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	5/24/2004	6/30/2004		211.77	0	0
03085081-1																											ENTRANCE RIGHT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	6/17/2004	6/30/2004		67.4	0	0
03085081-4																											BACK PLATE RIGHT	REV A			PART	COMPONENT	EA	EA	EA	A			Y	Y	N	N	Y	N	M	N	N	N	6/17/2004	6/30/2004		27.55	0	0
03087573	1	1/4/2005		8/30/2004	4/29/2004			0	0	0	62.36	12.73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	SHUTTER WELD ASSY	REV C			PART	COMPONENT	EA	EA	EA	C			Y	Y	N	N	Y	N	M	N	N	N	2/11/2004	7/14/2004		62.36	0	0
03087573-1																											SHUTTER	REV C			PART	COMPONENT	EA	EA	EA	C			Y	Y	N	N	Y	N	M	N	N	N	2/11/2004	7/14/2004		41.47	0	0
03087573-2	1	1/4/2005		4/30/2004	4/23/2004			0	0	0	6.42	0.5	0.94	1	0	0	0	0	0	0	0	0	0	0	0	0	SHUTTER	REV C			PART	COMPONENT	EA	EA	EA	C			Y	Y	N	N	Y	N	M	N	N	N	2/11/2004	7/14/2004		6.42	0	0
0310-LL1																											SUPT EXHAUST TUBE	REV A			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					8/26/1998		0	5	0
0311-LL1																											SUPT EXHAUST TUBE	I/R			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					7/29/1998		0	5	0
0312-FF1																											SUPT MANIFD VALVE	REV B			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		5/26/2000		0	0	0
0317-MM5																											BRKT VALVE MTG	REV D			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				6/7/1999	11/12/1998		0	0	0
0324-AA1-006																											CROSSMEMBER PALET RR	REV V			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N	7/7/2000	6/15/2000		0	0	0
0325-LL1																											BRKT	IR			PART	SPARTAN	EA	EA	EA				Y				Y		M					10/5/1998		0	0	0
0326-LL1																											SUPT MUFFLER W/A	I/R			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					9/30/1998		0	5	0
03317938																											PLATE FILL	GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03322038																											WIDENING FRONT RH WELD	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322038-46																											WIDENING FRT RH	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322038-52																											END PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322039	1	1/4/2005	9/5/2002	8/31/2004	6/30/2004		12/5/2003	0	1	0	77.37	10.91	18.09	1	0	0	0	0	0	0	0	0	0	0	0	0	WIDENING MID	REV B  GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/30/2002	7/14/2004		77.37	0	0
03322039-47																											WIDENING	REV B   GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/29/2002	7/14/2004		0	0	0
03322039-53	1	1/4/2005		7/28/2004	4/20/2004		7/23/2004	0	0	0	2.61	0	0.01	1	0	0	0	0	0	0	0	0	0	0	0	0	GUSSET	REV #/A   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03322039-54	1	1/4/2005		7/2/2004	4/23/2004			0	0	0	4.14	1.19	0.81	9	0	0	0	0	0	0	0	0	0	0	0	0	BACKING PLATE	REV #/A   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		4.14	0	0
03322040																											WIDENING MID	REV B   GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/31/2002	7/14/2004		0	0	0
03322040-48																											WIDENING	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/29/2002	7/14/2004		0	0	0
03322040-51																											WIDENING	REV #/A   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03322040-53																											WIDENING	REV #/+   GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03322040-54																											WIDENING	REV #/+  GMK 5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
03322041																											WIDENING FRONT LEFT	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322041-49																											WIDENING FRONT LEFT	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322041-52																											END PLATE	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	2/12/2002	7/14/2004		0	0	0
03322042																											WIDENING BEHIND LEFT	REV B GMK5100			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	1/31/2002	7/14/2004		0	0	0
03322042-50																											WIDENING BEHIND LEFT	REV B			PART	COMPONENT	EA	EA	EA	B			Y	Y	N	N	Y	N	M	N	N	N	6/22/2004	7/14/2004		0	0	0
0344-SS2																											BRKT-TIMBREN SPRG. ISOL	REV A  C2257			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				7/31/1997	5/22/1997		17.34	5	0
0344-SS2-A																											BRKT., SUB               	REV A C2257			PART		EA	EA	EA				Y				Y		M				7/31/1997	5/22/1997		0	0	0
0344-SS2-B																											GUSSET SUB	REV A C2257			PART		EA	EA	EA				Y				Y		M				7/31/1997	5/22/1997		0	0	0
0344-SS2-C																											BRKT., FORMED            	REV A   C2257			PART		EA	EA	EA				Y				Y		M				7/31/1997	5/22/1997		0	0	0
0348-AA1-001																											SUPT LH UPPER ROLLER	REV A			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/6/2000		0	0	0
0348-AA1-002																											SUPT RH UPPER ROLLER	REV A			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/6/2000		0	0	0
0349-AA1																											SUPT UPPER ROLLER	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		5/26/2000		0	0	0
0352-AA1-001																											CROSSMEMBER RR	REV C			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/6/2000		0	0	0
0355712-1																											SHUTTER RIGHT	GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/8/2002		0	0	0
0356765-1																											PANEL	REV           GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
0356765-2																											PANEL	GMK5100			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		2/11/2002		0	0	0
0374-TT5-001																											TRANSFER CASE CHASSIS MNT	REV			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					1/20/1998		0	5	0
0374-TT5-A																											BRACKET	REV			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/20/1998		0	0	0
0374-TT5-B																											BRACKET	REV			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/20/1998		0	0	0
0374-TT5-C																											GUSSET	REV			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/20/1998		0	0	0
0374-TT5-D																											PLATE	REV			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/20/1998		0	0	0
0375-TT5-001																											T-CASE MOUNT ON T-CASE	REV A			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					5/23/1998		0	5	0
0375-TT5-A																											PLATE	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/23/1998		0	0	0
0375-TT5-B																											BRACKET	REV A			PART	COMPONENT	EA	EA	EA				Y				Y		M					1/23/1998		0	0	0
0375-TT5-CLH																											GUSSET L.H.				PART	COMPONENT	EA	EA	EA				Y				Y		M					1/23/1998		0	0	0
0375-TT5-CRH																											GUSSET R.H.				PART	COMPONENT	EA	EA	EA				Y				Y		M					1/23/1998		0	0	0
037C3100																											DRIVE ROLLER ARM	REV 2(NEW P/N 075-P10)			PART	FINISHED GOODS	EA	EA	EA				Y				Y		M				6/6/1997	4/28/1997		0	0	0
0381-SS3																											BRKT-JOUNCE BUMP STOP	REV			FGIN	SPARTAN	EA	EA	EA				Y				Y		M					8/29/1997		0	5	0
0381-SS3-A																											GUSSET	REV           DETAIL A 			PART	COMPONENT	EA	EA	EA				Y				Y		M					8/29/1997		0	0	0
0381-SS3-B																											BRACKET	REV			PART	COMPONENT	EA	EA	EA				Y				Y		M					8/29/1997		0	0	0
038C3100																											MOTOR BRACE (UNIT SD-190)	REV. A			PART		EA	EA	EA				Y				Y		M					4/28/1997		0	0	0
04-1	1	1/4/2005		7/15/2004	5/28/2004		12/15/2004	0	0	0	4.66	0.03	0.62	6	0	0	0	0	0	0	0	0	0	0	0	0	ARM	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/26/2001		4.66	0	0
04-1&2																											ORKIN RR BRKT W/ASSY	I/R			FGIN	ARE	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/26/2001		0	5	0
04-1&2-1																											PLATE	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/12/2001		0	0	0
04-1&2-2																											PLATE BASE	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/12/2001		0	0	0
04-1&2-3																											BRKT BENT				PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/12/2001		0	0	0
04-2	1	1/4/2005		7/15/2004	6/3/2004			0	0	0	2.43	0.39	0	6	0	0	0	0	0	0	0	0	0	0	0	0	PLATE	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/26/2001		2.43	0	0
04-3	1	1/4/2005		7/15/2004	6/8/2004			0	0	0	1.26	0.34	0.38	9	0	0	0	0	0	0	0	0	0	0	0	0	BRKT BENT	I/R			PART	COMPONENT	EA	EA	EA				Y	Y	N	N	Y	N	M	N	N	N		6/26/2001		1.26	0	0
04-9013642																											PLATE WEAR				FGIN	FINISHED GOODS	EA	CWT	LB				Y			N	Y		M				11/10/1988		LB	0	5	1
0402-RR2																											SUPPORT-DRIVER PLATFORM	REV A EC246			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				11/3/1997	8/29/1997		0	5	0
0409-MM1																											PEDAL ASSEMBLY	REV E  E0436			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				1/28/1998	9/3/1997		0	5	0
0409-MM1-A																											HUB-PEDAL ASSEMBLY	REV E  E0436			PART	COMPONENT	EA	EA	EA		PURCHASED AT K&F P1146		Y				Y		M				1/28/1998	9/3/1997		0	0	0
0409-MM1-B																											LEVER BRKT-FOOT PEDAL	REV E  E0436			PART	COMPONENT	EA	EA	EA				Y				Y		M				1/28/1998	9/3/1997		0	0	0
0409-MM1-BA																											OBSOLETE				PART	COMPONENT	EA	EA	EA				Y				Y		M					9/3/1997		0	0	0
0409-MM1-C																											ROD LEVER-PEDAL ASSEMBLY	REV E  E0436			PART	COMPONENT	EA	EA	EA				Y				Y		M				1/28/1998	9/3/1997		0	0	0
0409-MM1-C1																											OBSOLETE				PART	COMPONENT	EA	EA	EA				Y				Y		M					9/3/1997		0	0	0
0409-MM1-C2																											OBSOLETE				PART	COMPONENT	EA	EA	EA				Y				Y		M					9/3/1997		0	0	0
043044	1	1/4/2005		3/20/2002	6/14/2001			0	0	0	3.89	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
043485	1	1/4/2005		5/2/2002	4/2/2002		1/23/2001	0	0	0	2.55	0.5	0.97	2	0	0	0	0	0	0	0	0	0	0	0	0
0437-CC2-6																											TB SHEET-FRAME STABALIZER	REV H  D0452       L.H.			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				6/9/1997	6/6/1997		32.2	5	0
0437-CC2-7																											TB SHEET-FRAME STABALIZER	REV H  D0452        L.H.			FGIN	SPARTAN	EA	EA	EA				Y				Y		M				6/9/1997	6/6/1997		32.2	5	0
